,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,NUF2,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,NDC80,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T,PAM50
73,-0.2194,-0.8415,-0.2855,3.2334,-0.2906,-0.2221,0.1204,0.9933,-0.2124,-0.3419,0.2214,1.0767,-0.3456,-1.0825,2.0334,-0.7433,0.3538,1.9637,-0.5609,-2.197,-1.2278,-0.3021,-0.2778,-0.1796,-0.6567,-0.2783,9.4335,9.9031,1.4274,1.7392,1.4133,-1.4129,0.3407,-0.8535,-0.2309,1.2503,-0.7562,1.3812,-4.0221,-0.9113,6.8491,-1.4803,-0.738,-0.8349,-0.6301,5.4627,3.4247,0.2313,-0.7677,-0.6335,LumA
74,0.3764,-1.8456,0.6641,-0.2868,-3.8251,-2.7362,-1.8677,-1.816,-1.8981,-3.4112,-2.8013,-0.6059,-1.3962,-2.2406,-1.3397,-0.0697,-0.8453,2.7797,-1.4113,1.0719,1.6809,-0.5796,2.5313,-2.9591,-2.3762,-2.3636,-2.1911,-3.5392,-2.4858,1.1454,0.1141,-2.0216,-0.6007,-1.263,2.8934,-1.8873,-2.7742,-3.7237,4.843,-2.4313,-1.5731,0.1758,-1.8616,-1.0778,1.5552,-1.8986,0.6563,-2.4729,-2.7708,-1.9683,LumA
75,1.4257,0.4294,0.6079,-1.1527,1.2193,0.2837,1.9895,2.0981,2.045,0.3108,2.043,2.1526,1.3647,1.1589,-2.8701,-0.9712,-2.1324,-4.7663,2.9088,-0.201,-6.7944,3.3989,-4.2015,-0.4847,1.6861,1.3623,-0.034,0.2029,1.3851,-4.0508,0.0969,1.7788,-0.0253,1.3991,-5.5398,-3.4169,2.5597,0.9658,-3.1277,1.0055,-2.6012,2.9330000000000003,2.0381,1.3272,2.8004,-2.9688,-4.2227,1.0753,1.7666,2.0222,Basal
76,-0.0901,-1.0004,-1.1124,1.4601,-1.4258,0.7442,-1.1551,-0.7049,-0.5497,-1.1152,-1.3943,-2.9134,-1.35,-1.4201,0.7978,0.0785,0.9989,0.9746,-1.135,0.8862,1.6243,-0.8377,0.5424,-0.6051,-0.6884,-0.7318,-0.3668,-0.0478,-0.4133,3.9238,-0.3268,-0.509,0.4517,-0.1873,3.1218,0.9278,-1.5283,0.466,5.5123,-1.9029,8.4792,-0.1059,-2.2432,-0.6518,-0.4424,2.5919,-1.064,-0.421,-1.6969999999999998,-1.1588,LumA
77,-0.6265,-2.0968,2.8469,2.3863,-6.0755,-1.1274,1.1391,-2.169,-2.8587,-5.6556,-4.0841,-0.0045,-3.4644,-5.2385,1.1787,1.1236,1.3815,-4.3049,-4.3588,4.2682,0.0841,-0.4428,-1.7741,-1.3216,-5.2177,-4.1735,12.8066,3.1023,2.151,3.5005,0.0801,-4.4997,-1.0408,-4.1689,0.1061,5.632000000000001,-6.7124,-3.618,7.4081,-5.8655,7.275,-1.0057,-3.8398,-4.9763,-0.0201,1.4689,4.0271,-1.8948,-5.9459,-2.9895,LumA
78,1.8015,0.2553,1.18,-1.9331,1.6353,0.4964,1.7596,2.2513,3.1265,0.5913,1.5211,2.8538,1.298,1.2359,-2.1173,0.7264,-1.2568,-6.9156,0.8199,0.7953,-10.2059,3.9865,-3.1778,-1.5203,2.4403,1.2168,6.2597,6.5488,5.2631,-4.4483,-0.3551,1.2924,0.2853,-0.0362,-7.297999999999999,-0.8544,2.4677,1.1552,-2.9868,1.0145,-4.8349,2.1739,2.3261,0.8576,-0.2106,-2.4649,-5.2084,1.0537,2.2707,1.7786,Basal
79,-0.3837,-1.1276,-0.1715,1.2641,-2.6896,0.5515,-1.0817,-0.7408,-1.1997,-1.4443,-1.6203,2.6961,-0.1298,-0.6829999999999999,0.6779999999999999,1.0938,6.9645,-4.3277,-2.3381,4.5357,-0.0681,-0.2481,1.7042,10.067,-0.9709,-0.7214,-0.2912,1.609,1.3259,-4.8625,-0.3724,-0.8924,-0.6745,-0.7417,-0.0256,3.1864,-2.1282,-1.2772,0.8106,-1.6816,3.7997,1.0169,-1.0033,-2.3173,-0.5746,-0.0012,4.2865,-1.8977,-1.168,-0.3131,LumA
80,1.5462,2.5139,-0.1446,-0.4671,1.7102,-1.2332,1.1734,4.1691,1.9107,1.0778,1.5406,1.1806,1.9762,2.3244,-2.3635,1.4327,-1.1076,-6.2942,1.0337,-3.8174,-9.1151,5.0529,-3.6351,0.4524,2.7168,2.1293,-0.2366,6.0231,5.1124,-3.0732,0.1025,2.8987,-0.6112,3.1183,-4.6526,0.9979,2.4046,2.0363,-4.1117,1.1787,-3.9349,1.9886,1.7801,2.6566,5.446000000000001,-2.3177,-2.4678,2.1053,2.6191,2.1418,Basal
81,0.0036,-0.6275,2.5781,2.129,-0.8102,0.0446,-0.4812,-1.6136,-2.9756,-0.1103,-0.1282,-4.3595,-0.5625,-0.2284,-0.0452,-3.4908,-3.1193,2.1647,-0.2848,-5.6841,1.9604,-1.9302,0.4104,-0.9377,-2.9559,0.0072,-1.4561,-1.0592,-2.2278,-0.2739999999999999,-0.0343,-1.6325,2.9484,-0.0591,0.6841,-0.805,-2.2113,1.1218,-1.693,-0.8698,6.2894,0.3676,0.0295,-0.0338,-2.6796,4.4274,1.06,-0.359,-0.9894,0.9585,LumA
82,0.3457,-1.9245,0.6876,2.2623,-2.3532,-0.4156,-2.4455,-1.5191,-4.4848,-0.9325,-2.8572,-1.0813,-0.599,-2.6826,1.1417,-1.945,0.6698,1.6261,-1.041,-1.4965,-1.2174,-0.6728,1.7011,-1.0996,-3.6436,-1.5608,8.5738,-2.8385,-2.174,2.1836,1.7038,-2.5032,0.1148,-3.294,1.5807,-0.0166,-3.6099,0.3414,1.3954,-2.0199,6.4725,-1.8397,-2.4418,-2.5521,-0.6321,6.353,2.1553,-1.9269,-3.2767,-1.9091,LumA
83,0.5566,0.0541,1.0253,1.5671,1.3668,1.6402,-0.2376,-0.774,-1.7955,1.3519,-0.3157,0.1803,-0.4308,-0.0207,-0.3861,-5.1797,2.0448,0.9653,0.4976,2.7809,-0.2452,-2.2705,2.3431,-0.5061,-1.5041,-0.703,-5.8165,-4.6952,-5.6568,-0.2773,0.305,-0.2741,-0.4363,-0.6324,-0.2862,-0.7440000000000001,0.7881,-0.2022,4.3178,0.1732,5.2208,-0.4684,-0.6559,-0.1192,-3.2063,3.8731,4.0993,-0.9306,-0.0167,-0.3944,LumA
84,-0.3686,-0.3038,-2.6117,-0.606,-1.8387,-0.7807,0.447,-0.0182,1.6677,-0.7796,-0.6841,0.6793,-0.0695,-0.3421,1.9764,-0.3264,-1.1495,-3.2056,-0.2995,3.297,-0.7345,-1.6728,0.9074,-2.1945,0.7332,0.1791,-3.0321,-5.2499,-2.8576,1.8418,0.0735,-0.0129,-0.3513,0.561,0.1635,2.0066,-0.5198,-0.4461,0.7034,-0.476,5.1444,-2.8584,-0.853,-1.1139,0.1547,-1.5029,-1.1695,-0.3981,-0.4752,-1.0854,LumA
85,-1.2716,1.3239,3.7692,-0.18,0.2532,1.5107,-0.284,0.6173,-0.9331,7.7014,0.5945,-2.6804,0.8375,-0.2257,-0.0116,-0.6292,9.5244,2.1329,-0.0042,-4.2605,1.1953,-0.0211,1.0181,12.9104,-1.094,-1.2793,-3.7559,-4.7522,-4.6686,-1.8583,-0.8438,0.6504,0.0874,1.3701,0.9456,-0.5372,-0.3597,-0.2044,-0.0606,-1.4633,1.4201,-3.1419,1.2848,0.3679,0.6072,5.2367,-0.1324,-1.5069,-0.53,-1.0148,LumB
86,2.5431,2.3925,1.0268,0.3165,1.2408,-0.7141,1.261,3.0442,2.7252,0.5212,3.1182,3.2922,2.6171,1.2948,-3.2323,0.4633,-3.0339,-6.4548,1.8199,-0.3173,-4.1175,5.6073,-4.1632,0.1693,1.5577,1.348,0.5295,0.6114,0.8661,-7.6385,-0.1525,3.1234,0.98,1.8076,-7.1770000000000005,-2.3838,3.6625,1.3689,-3.4748,-0.8566,-4.4510000000000005,2.6946,2.7475,2.3906,6.4139,-3.6403,-4.9291,1.5828,2.5765,2.0446,Basal
87,-0.4407,2.1178,-0.7855,-0.1167,1.4519,-0.8742,-0.7657,1.3136,0.4032,2.6268,2.1034,-0.1339,2.7973,2.2166,2.6362,-0.2151,0.98,2.4889,1.4586,0.6337,-0.3043,1.4546,0.6335,3.8504,0.7573,1.3197,6.8486,0.943,1.9385,1.0637,0.4957,1.8052,4.0884,1.545,-0.3429999999999999,1.0376,2.7313,-1.4841,2.2797,-0.2832,-1.9706,0.6963,1.6248,1.7457,1.5824,5.1998,-5.0991,-0.3122,1.4293,1.4136,LumB
88,0.5152,0.9226,0.7078,0.2123,0.3567,0.14,1.0788,1.75,0.987,-0.8183,1.6292,-2.7285,1.1642,1.3912,0.3779,-0.8504,-2.3912,0.3321,1.9358,2.4291,3.7072,-0.4415,0.1577,-2.5222,0.2714,0.4365,-2.523,-2.4793,-2.6517,1.8716,-0.1669,1.6277,0.2897,1.715,1.5076,1.8369,1.2864,-0.1556,4.1776,1.7354,6.7246,-1.4828,0.929,0.9459,-1.5434,-1.3961,-1.288,1.1364,1.2916,1.6645,LumB
89,0.3655,1.0252,-1.425,0.7294,0.4985,2.7968,1.6091,1.3077,2.03,0.52,2.5924,-1.5059,0.7062,1.0909,-1.6554,-7.2873,-0.2126,1.4514,0.3991,-4.2924,0.5361,-3.1273,0.6186,-1.2746,1.5478,1.5124,-10.799,-8.7553,-6.18205,-0.5856,1.6635,-1.4744,0.6219,0.5176,0.4998,-1.6785,-1.5271,-0.7713,5.0811,-0.2347,8.3627,0.7505,1.5224,0.6226,-7.4613,2.0927,3.3785,0.5937,0.7207,2.9603,LumB
90,0.3633,-2.2033,0.9752,3.7334,-2.6552,0.5321,-0.8533,-3.3016,-2.2068,-3.3975,-1.4997,-0.8746,-2.1425,-2.3083,-1.4605,1.4547,-0.2613,3.8226,-3.2329,-5.3976,3.7641,1.6747,1.039,-0.6016,-3.0539,-1.813,4.2898,3.6642,5.0536,3.1237,0.8886,-2.9592,0.9845,-1.5187,2.0836,-1.1964,-3.8802,0.6436,8.4233,-3.2002,9.4582,-0.836,-1.8243,-1.8862,5.3486,3.3811,-2.3343,-2.3361,-2.1573,-0.9277,LumA
91,0.8042,1.6461,-1.1741,-2.6076,2.1894,0.5289,0.4555,0.1787,0.5961,-0.5546,1.0331,-3.7912,0.9401,1.2301,-1.3143,-2.8183,6.5424,-8.8102,1.4267,3.03,1.3327,-1.402,1.2125,9.4596,0.8448,0.1705,6.9584,-3.3261,-4.3345,-5.6051,0.514,0.2203,-1.1082,1.3197,-0.8476,0.9201,0.3311,-4.6786,-1.8897,1.1227,-5.3172,2.0768,-0.0206,1.8261,-4.0542,-0.7832,3.7666,0.4955,1.129,1.4116,Her2
92,0.2195,-0.7827,-0.2044,1.796,-1.7762,-0.9632,-0.4439,-0.8105,-0.888,1.3816,0.6006,-1.2867,1.6883,0.1497,-0.9387,-0.5626,0.1784,1.4653,-0.6486,-2.1421,0.255,-0.9562,1.2563,-1.0662,-0.72925,0.2813,-1.0289,-1.8123,-3.4794,2.4271,0.8428,0.2398,-0.4137,-0.0854,-0.0645,0.1228,-1.5463,-0.0046,4.6414,-2.6258,4.7948,-4.5336,-0.9557,-1.2478,1.6304,2.2836,-0.0179,1.888,-0.7221,-0.4571,LumA
93,0.0192,-1.9541,7.1242,3.0366,-2.1748,-0.0291,-1.3626,-2.31,-2.5518,-2.3335,-2.0952,-9.6314,-2.0219,-1.7937,-0.8681,-6.4262,-0.3559,2.7603,-3.256,-7.0037,2.7387,-4.3788,0.1583,-1.0417,-2.3114,-1.0471,-8.8101,-9.5829,-9.8926,2.3771,0.95,-2.2901,2.3644,-1.4769,2.5806,-2.2729,-5.5481,1.8316,1.4656,-0.4829,9.5071,-1.5228,-1.4732,-1.4736,-5.9026,1.5088,-5.1026,-1.1746,-2.4542,-1.2486,LumA
